case_id,complaint_time,fraud_type,reported_amount,complaint_state_code,complaint_state_ut,initial_transaction_id,source_type,source_system,primary_mule_account_id,prediction_time
CASE_008121,2025-10-26 13:43:20,Card Fraud,15708,GJ,Gujarat,TXN_0008121,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005288,2025-10-26 14:13:20
CASE_008122,2025-10-26 15:13:59,Card Fraud,42799,MN,Manipur,TXN_0008122,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009218,2025-10-26 15:43:59
CASE_008123,2025-10-26 16:47:39,Phishing,22740,TN,Tamil Nadu,TXN_0008123,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017411,2025-10-26 17:17:39
CASE_008124,2025-10-26 18:17:30,Account Takeover,33996,SK,Sikkim,TXN_0008124,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009256,2025-10-26 18:47:30
CASE_008125,2025-10-26 18:38:38,Phishing,21805,AS,Assam,TXN_0008125,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016588,2025-10-26 19:08:38
CASE_008126,2025-10-26 19:36:37,Account Takeover,51546,SK,Sikkim,TXN_0008126,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007100,2025-10-26 20:06:37
CASE_008127,2025-10-26 19:52:09,Loan App Fraud,84514,BR,Bihar,TXN_0008127,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010537,2025-10-26 20:22:09
CASE_008128,2025-10-26 19:56:31,Investment Scam,89236,JH,Jharkhand,TXN_0008128,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013393,2025-10-26 20:26:31
CASE_008129,2025-10-26 22:24:04,UPI Fraud,11335,RJ,Rajasthan,TXN_0008129,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006794,2025-10-26 22:54:04
CASE_008130,2025-10-26 22:31:20,UPI Fraud,48814,JH,Jharkhand,TXN_0008130,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008877,2025-10-26 23:01:20
CASE_008131,2025-10-26 23:14:16,Marketplace Fraud,37887,BR,Bihar,TXN_0008131,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003628,2025-10-26 23:44:16
CASE_008132,2025-10-27 00:06:11,Investment Scam,55265,KL,Kerala,TXN_0008132,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009550,2025-10-27 00:36:11
CASE_008133,2025-10-27 00:30:10,Loan App Fraud,83281,TS,Telangana,TXN_0008133,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012843,2025-10-27 01:00:10
CASE_008134,2025-10-27 01:07:13,Social Engineering,77881,HR,Haryana,TXN_0008134,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010916,2025-10-27 01:37:13
CASE_008135,2025-10-27 01:14:11,Remote Access Scam,48118,BR,Bihar,TXN_0008135,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015287,2025-10-27 01:44:11
CASE_008136,2025-10-27 01:59:28,UPI Fraud,27295,UK,Uttarakhand,TXN_0008136,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015852,2025-10-27 02:29:28
CASE_008137,2025-10-27 02:45:08,Phishing,90871,TN,Tamil Nadu,TXN_0008137,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011522,2025-10-27 03:15:08
CASE_008138,2025-10-27 03:44:30,Phishing,30805,KL,Kerala,TXN_0008138,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009824,2025-10-27 04:14:30
CASE_008139,2025-10-27 03:48:34,Card Fraud,10359,JK,Jammu and Kashmir,TXN_0008139,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015370,2025-10-27 04:18:34
CASE_008140,2025-10-27 03:59:15,UPI Fraud,113284,AS,Assam,TXN_0008140,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011459,2025-10-27 04:29:15
CASE_008141,2025-10-27 04:30:31,Social Engineering,5339,BR,Bihar,TXN_0008141,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012700,2025-10-27 05:00:31
CASE_008142,2025-10-27 04:32:47,Account Takeover,29189,UP,Uttar Pradesh,TXN_0008142,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001664,2025-10-27 05:02:47
CASE_008143,2025-10-27 04:33:44,Investment Scam,39236,RJ,Rajasthan,TXN_0008143,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011812,2025-10-27 05:03:44
CASE_008144,2025-10-27 04:53:44,UPI Fraud,96806,GA,Goa,TXN_0008144,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007748,2025-10-27 05:23:44
CASE_008145,2025-10-27 04:57:34,Remote Access Scam,39515,HR,Haryana,TXN_0008145,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001034,2025-10-27 05:27:34
CASE_008146,2025-10-27 05:31:39,Social Engineering,4525,HR,Haryana,TXN_0008146,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014630,2025-10-27 06:01:39
CASE_008147,2025-10-27 06:20:47,Social Engineering,72015,MH,Maharashtra,TXN_0008147,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016655,2025-10-27 06:50:47
CASE_008148,2025-10-27 07:30:49,Investment Scam,33598,TN,Tamil Nadu,TXN_0008148,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012748,2025-10-27 08:00:49
CASE_008149,2025-10-27 07:39:04,UPI Fraud,34801,UP,Uttar Pradesh,TXN_0008149,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006722,2025-10-27 08:09:04
CASE_008150,2025-10-27 08:15:20,Account Takeover,124879,SK,Sikkim,TXN_0008150,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008199,2025-10-27 08:45:20
CASE_008151,2025-10-27 08:36:53,Loan App Fraud,25863,HP,Himachal Pradesh,TXN_0008151,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011537,2025-10-27 09:06:53
CASE_008152,2025-10-27 09:01:33,Phishing,19946,CH,Chandigarh,TXN_0008152,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013416,2025-10-27 09:31:33
CASE_008153,2025-10-27 10:21:29,Phishing,31827,AR,Arunachal Pradesh,TXN_0008153,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009062,2025-10-27 10:51:29
CASE_008154,2025-10-27 11:49:40,Marketplace Fraud,26903,CG,Chhattisgarh,TXN_0008154,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012865,2025-10-27 12:19:40
CASE_008155,2025-10-27 12:43:15,Loan App Fraud,168885,MZ,Mizoram,TXN_0008155,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001399,2025-10-27 13:13:15
CASE_008156,2025-10-27 13:10:02,UPI Fraud,37152,TR,Tripura,TXN_0008156,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011482,2025-10-27 13:40:02
CASE_008157,2025-10-27 13:14:19,UPI Fraud,7027,KL,Kerala,TXN_0008157,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011369,2025-10-27 13:44:19
CASE_008158,2025-10-27 13:23:39,Phishing,13603,MZ,Mizoram,TXN_0008158,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013217,2025-10-27 13:53:39
CASE_008159,2025-10-27 14:27:14,Marketplace Fraud,53753,ML,Meghalaya,TXN_0008159,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000962,2025-10-27 14:57:14
CASE_008160,2025-10-27 17:29:34,Account Takeover,25011,AR,Arunachal Pradesh,TXN_0008160,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002781,2025-10-27 17:59:34
CASE_008161,2025-10-27 19:31:37,Marketplace Fraud,30163,WB,West Bengal,TXN_0008161,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016935,2025-10-27 20:01:37
CASE_008162,2025-10-27 19:49:39,Remote Access Scam,56989,TS,Telangana,TXN_0008162,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002208,2025-10-27 20:19:39
CASE_008163,2025-10-27 20:13:02,Loan App Fraud,6197,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0008163,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002478,2025-10-27 20:43:02
CASE_008164,2025-10-27 20:18:29,UPI Fraud,14355,KL,Kerala,TXN_0008164,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018801,2025-10-27 20:48:29
CASE_008165,2025-10-27 20:21:55,UPI Fraud,18575,MN,Manipur,TXN_0008165,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007320,2025-10-27 20:51:55
CASE_008166,2025-10-27 20:33:41,Investment Scam,96028,AR,Arunachal Pradesh,TXN_0008166,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014326,2025-10-27 21:03:41
CASE_008167,2025-10-27 21:57:24,Phishing,13379,AP,Andhra Pradesh,TXN_0008167,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005335,2025-10-27 22:27:24
CASE_008168,2025-10-28 00:39:53,Account Takeover,96375,LA,Ladakh,TXN_0008168,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008535,2025-10-28 01:09:53
CASE_008169,2025-10-28 01:29:12,Account Takeover,155595,MP,Madhya Pradesh,TXN_0008169,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005360,2025-10-28 01:59:12
CASE_008170,2025-10-28 02:20:35,Investment Scam,105999,MH,Maharashtra,TXN_0008170,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016206,2025-10-28 02:50:35
CASE_008171,2025-10-28 02:25:51,Social Engineering,66804,MN,Manipur,TXN_0008171,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009822,2025-10-28 02:55:51
CASE_008172,2025-10-28 03:08:32,Social Engineering,10114,JH,Jharkhand,TXN_0008172,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009874,2025-10-28 03:38:32
CASE_008173,2025-10-28 03:21:57,Remote Access Scam,70696,BR,Bihar,TXN_0008173,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010136,2025-10-28 03:51:57
CASE_008174,2025-10-28 03:35:42,Account Takeover,32406,CG,Chhattisgarh,TXN_0008174,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008687,2025-10-28 04:05:42
CASE_008175,2025-10-28 04:44:21,OTP Fraud,49154,AS,Assam,TXN_0008175,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013844,2025-10-28 05:14:21
CASE_008176,2025-10-28 08:34:11,Investment Scam,103095,HR,Haryana,TXN_0008176,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009049,2025-10-28 09:04:11
CASE_008177,2025-10-28 09:58:20,Card Fraud,144541,MP,Madhya Pradesh,TXN_0008177,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008094,2025-10-28 10:28:20
CASE_008178,2025-10-28 10:04:28,Marketplace Fraud,62778,LD,Lakshadweep,TXN_0008178,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007884,2025-10-28 10:34:28
CASE_008179,2025-10-28 11:39:53,UPI Fraud,60830,AS,Assam,TXN_0008179,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005657,2025-10-28 12:09:53
CASE_008180,2025-10-28 14:31:47,Social Engineering,53772,SK,Sikkim,TXN_0008180,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013756,2025-10-28 15:01:47
CASE_008181,2025-10-28 15:30:50,Investment Scam,59257,TS,Telangana,TXN_0008181,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010466,2025-10-28 16:00:50
CASE_008182,2025-10-28 16:18:38,UPI Fraud,73958,PY,Puducherry,TXN_0008182,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011209,2025-10-28 16:48:38
CASE_008183,2025-10-28 17:07:24,Loan App Fraud,34244,MN,Manipur,TXN_0008183,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002327,2025-10-28 17:37:24
CASE_008184,2025-10-28 18:25:56,Account Takeover,10134,NL,Nagaland,TXN_0008184,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012930,2025-10-28 18:55:56
CASE_008185,2025-10-28 20:49:18,Social Engineering,34641,TN,Tamil Nadu,TXN_0008185,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004314,2025-10-28 21:19:18
CASE_008186,2025-10-28 22:31:12,Remote Access Scam,46240,MH,Maharashtra,TXN_0008186,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006200,2025-10-28 23:01:12
CASE_008187,2025-10-28 22:51:09,Remote Access Scam,39649,TR,Tripura,TXN_0008187,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005032,2025-10-28 23:21:09
CASE_008188,2025-10-28 22:52:45,Card Fraud,111693,HP,Himachal Pradesh,TXN_0008188,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018906,2025-10-28 23:22:45
CASE_008189,2025-10-29 00:03:36,Remote Access Scam,41807,GA,Goa,TXN_0008189,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011646,2025-10-29 00:33:36
CASE_008190,2025-10-29 02:04:03,Phishing,20280,OD,Odisha,TXN_0008190,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010910,2025-10-29 02:34:03
CASE_008191,2025-10-29 03:02:42,Marketplace Fraud,33533,MZ,Mizoram,TXN_0008191,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002005,2025-10-29 03:32:42
CASE_008192,2025-10-29 04:09:40,Account Takeover,12276,RJ,Rajasthan,TXN_0008192,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005638,2025-10-29 04:39:40
CASE_008193,2025-10-29 05:31:14,Investment Scam,45799,DL,Delhi,TXN_0008193,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011828,2025-10-29 06:01:14
CASE_008194,2025-10-29 05:42:15,UPI Fraud,46333,OD,Odisha,TXN_0008194,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011166,2025-10-29 06:12:15
CASE_008195,2025-10-29 05:42:17,Remote Access Scam,16170,MH,Maharashtra,TXN_0008195,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014921,2025-10-29 06:12:17
CASE_008196,2025-10-29 06:16:32,Phishing,96669,HR,Haryana,TXN_0008196,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010168,2025-10-29 06:46:32
CASE_008197,2025-10-29 06:54:40,Card Fraud,18595,WB,West Bengal,TXN_0008197,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006838,2025-10-29 07:24:40
CASE_008198,2025-10-29 07:13:10,Loan App Fraud,7372,JH,Jharkhand,TXN_0008198,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005728,2025-10-29 07:43:10
CASE_008199,2025-10-29 07:40:14,Investment Scam,44004,AP,Andhra Pradesh,TXN_0008199,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001469,2025-10-29 08:10:14
CASE_008200,2025-10-29 07:41:09,Marketplace Fraud,15424,GA,Goa,TXN_0008200,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005810,2025-10-29 08:11:09
CASE_008201,2025-10-29 07:54:47,OTP Fraud,62586,GA,Goa,TXN_0008201,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016069,2025-10-29 08:24:47
CASE_008202,2025-10-29 08:37:10,OTP Fraud,58831,GJ,Gujarat,TXN_0008202,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017282,2025-10-29 09:07:10
CASE_008203,2025-10-29 08:55:38,Investment Scam,137197,UP,Uttar Pradesh,TXN_0008203,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007284,2025-10-29 09:25:38
CASE_008204,2025-10-29 09:44:09,UPI Fraud,41077,JK,Jammu and Kashmir,TXN_0008204,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008430,2025-10-29 10:14:09
CASE_008205,2025-10-29 10:51:47,Social Engineering,28279,LD,Lakshadweep,TXN_0008205,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019383,2025-10-29 11:21:47
CASE_008206,2025-10-29 11:13:09,UPI Fraud,19422,TN,Tamil Nadu,TXN_0008206,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010867,2025-10-29 11:43:09
CASE_008207,2025-10-29 11:25:21,Loan App Fraud,54971,UP,Uttar Pradesh,TXN_0008207,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000055,2025-10-29 11:55:21
CASE_008208,2025-10-29 11:36:13,Phishing,89851,GJ,Gujarat,TXN_0008208,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014114,2025-10-29 12:06:13
CASE_008209,2025-10-29 12:31:33,Loan App Fraud,15223,MZ,Mizoram,TXN_0008209,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007591,2025-10-29 13:01:33
CASE_008210,2025-10-29 13:25:32,Phishing,148542,RJ,Rajasthan,TXN_0008210,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002234,2025-10-29 13:55:32
CASE_008211,2025-10-29 14:05:25,UPI Fraud,11675,TN,Tamil Nadu,TXN_0008211,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013263,2025-10-29 14:35:25
CASE_008212,2025-10-29 15:02:48,Account Takeover,71924,CH,Chandigarh,TXN_0008212,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019275,2025-10-29 15:32:48
CASE_008213,2025-10-29 15:08:23,Social Engineering,80233,AN,Andaman and Nicobar Islands,TXN_0008213,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018916,2025-10-29 15:38:23
CASE_008214,2025-10-29 16:09:38,Phishing,39549,NL,Nagaland,TXN_0008214,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013639,2025-10-29 16:39:38
CASE_008215,2025-10-29 18:14:23,Loan App Fraud,113595,UK,Uttarakhand,TXN_0008215,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011979,2025-10-29 18:44:23
CASE_008216,2025-10-29 18:28:50,Marketplace Fraud,28360,PB,Punjab,TXN_0008216,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016146,2025-10-29 18:58:50
CASE_008217,2025-10-29 18:35:47,Card Fraud,69163,HP,Himachal Pradesh,TXN_0008217,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017572,2025-10-29 19:05:47
CASE_008218,2025-10-29 23:54:43,OTP Fraud,27355,HR,Haryana,TXN_0008218,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005180,2025-10-30 00:24:43
CASE_008219,2025-10-29 23:59:45,Social Engineering,31155,LD,Lakshadweep,TXN_0008219,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015554,2025-10-30 00:29:45
CASE_008220,2025-10-30 00:02:13,UPI Fraud,11394,MN,Manipur,TXN_0008220,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017120,2025-10-30 00:32:13
CASE_008221,2025-10-30 00:15:33,Investment Scam,31048,PB,Punjab,TXN_0008221,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012535,2025-10-30 00:45:33
CASE_008222,2025-10-30 00:35:01,Phishing,28187,BR,Bihar,TXN_0008222,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015992,2025-10-30 01:05:01
CASE_008223,2025-10-30 01:18:02,Investment Scam,62443,PY,Puducherry,TXN_0008223,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018632,2025-10-30 01:48:02
CASE_008224,2025-10-30 01:28:36,Social Engineering,72580,SK,Sikkim,TXN_0008224,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011498,2025-10-30 01:58:36
CASE_008225,2025-10-30 01:35:46,Phishing,21725,KL,Kerala,TXN_0008225,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014657,2025-10-30 02:05:46
CASE_008226,2025-10-30 01:46:10,OTP Fraud,27459,CG,Chhattisgarh,TXN_0008226,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015603,2025-10-30 02:16:10
CASE_008227,2025-10-30 04:03:21,UPI Fraud,32027,PY,Puducherry,TXN_0008227,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005198,2025-10-30 04:33:21
CASE_008228,2025-10-30 04:46:38,OTP Fraud,22172,HR,Haryana,TXN_0008228,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019938,2025-10-30 05:16:38
CASE_008229,2025-10-30 04:53:49,Phishing,49141,HP,Himachal Pradesh,TXN_0008229,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000817,2025-10-30 05:23:49
CASE_008230,2025-10-30 06:02:21,Card Fraud,21444,GA,Goa,TXN_0008230,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019076,2025-10-30 06:32:21
CASE_008231,2025-10-30 06:36:08,Investment Scam,12826,TR,Tripura,TXN_0008231,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009345,2025-10-30 07:06:08
CASE_008232,2025-10-30 07:14:15,Card Fraud,67500,TN,Tamil Nadu,TXN_0008232,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016933,2025-10-30 07:44:15
CASE_008233,2025-10-30 10:27:19,Account Takeover,29174,BR,Bihar,TXN_0008233,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000469,2025-10-30 10:57:19
CASE_008234,2025-10-30 11:12:26,Phishing,13571,GA,Goa,TXN_0008234,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008737,2025-10-30 11:42:26
CASE_008235,2025-10-30 11:33:21,OTP Fraud,76301,HR,Haryana,TXN_0008235,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001805,2025-10-30 12:03:21
CASE_008236,2025-10-30 12:04:33,Marketplace Fraud,19122,UK,Uttarakhand,TXN_0008236,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006812,2025-10-30 12:34:33
CASE_008237,2025-10-30 12:51:51,Card Fraud,16875,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0008237,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014829,2025-10-30 13:21:51
CASE_008238,2025-10-30 13:54:57,Social Engineering,19361,TS,Telangana,TXN_0008238,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010006,2025-10-30 14:24:57
CASE_008239,2025-10-30 14:02:04,UPI Fraud,61453,SK,Sikkim,TXN_0008239,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010126,2025-10-30 14:32:04
CASE_008240,2025-10-30 14:54:23,Social Engineering,46537,MN,Manipur,TXN_0008240,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012481,2025-10-30 15:24:23
CASE_008241,2025-10-30 17:37:04,Social Engineering,20742,ML,Meghalaya,TXN_0008241,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009233,2025-10-30 18:07:04
