case_id,cashout_occurred,source_type,cashout_atm_id,cashout_time,cashout_amount,outcome_status
CASE_007218,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007219,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12354,2025-09-21 23:35:29,25727,Cash-out observed after prediction point
CASE_007220,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09828,2025-09-21 21:06:11,27320,Cash-out observed after prediction point
CASE_007221,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007222,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14335,2025-09-22 03:05:09,21287,Cash-out observed after prediction point
CASE_007223,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16030,2025-09-22 02:59:37,4505,Cash-out observed after prediction point
CASE_007224,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07124,2025-09-22 01:58:55,6239,Cash-out observed after prediction point
CASE_007225,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12399,2025-09-22 04:15:21,3666,Cash-out observed after prediction point
CASE_007226,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17893,2025-09-22 03:00:51,43249,Cash-out observed after prediction point
CASE_007227,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007228,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007229,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14778,2025-09-22 03:50:19,5191,Cash-out observed after prediction point
CASE_007230,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14534,2025-09-22 14:06:47,26534,Cash-out observed after prediction point
CASE_007231,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02367,2025-09-22 11:57:03,9175,Cash-out observed after prediction point
CASE_007232,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17951,2025-09-22 07:38:44,27709,Cash-out observed after prediction point
CASE_007233,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19645,2025-09-22 13:14:12,17572,Cash-out observed after prediction point
CASE_007234,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12729,2025-09-22 10:23:22,5847,Cash-out observed after prediction point
CASE_007235,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15301,2025-09-22 15:10:00,6087,Cash-out observed after prediction point
CASE_007236,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14907,2025-09-22 17:03:12,7067,Cash-out observed after prediction point
CASE_007237,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19093,2025-09-22 14:58:25,4314,Cash-out observed after prediction point
CASE_007238,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03727,2025-09-22 12:32:19,47800,Cash-out observed after prediction point
CASE_007239,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007240,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17891,2025-09-22 20:46:15,8403,Cash-out observed after prediction point
CASE_007241,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09012,2025-09-22 17:14:32,31805,Cash-out observed after prediction point
CASE_007242,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007243,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007244,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04528,2025-09-22 19:39:08,4973,Cash-out observed after prediction point
CASE_007245,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16956,2025-09-22 22:05:38,4846,Cash-out observed after prediction point
CASE_007246,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007247,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03941,2025-09-23 04:11:23,21085,Cash-out observed after prediction point
CASE_007248,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14801,2025-09-23 02:43:19,18067,Cash-out observed after prediction point
CASE_007249,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09506,2025-09-23 06:23:43,17129,Cash-out observed after prediction point
CASE_007250,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10750,2025-09-23 06:34:33,12281,Cash-out observed after prediction point
CASE_007251,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01303,2025-09-23 00:26:58,32021,Cash-out observed after prediction point
CASE_007252,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12923,2025-09-23 06:12:53,3178,Cash-out observed after prediction point
CASE_007253,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007254,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13040,2025-09-23 07:08:30,48485,Cash-out observed after prediction point
CASE_007255,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03116,2025-09-23 09:00:26,4029,Cash-out observed after prediction point
CASE_007256,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007257,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15482,2025-09-23 08:24:52,4804,Cash-out observed after prediction point
CASE_007258,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07823,2025-09-23 08:07:57,45858,Cash-out observed after prediction point
CASE_007259,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08030,2025-09-23 15:50:44,21829,Cash-out observed after prediction point
CASE_007260,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10962,2025-09-23 12:08:57,3778,Cash-out observed after prediction point
CASE_007261,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03129,2025-09-23 11:45:10,17775,Cash-out observed after prediction point
CASE_007262,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09478,2025-09-23 15:19:40,11537,Cash-out observed after prediction point
CASE_007263,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05875,2025-09-23 13:03:31,3549,Cash-out observed after prediction point
CASE_007264,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007265,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007266,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13334,2025-09-23 21:46:36,26904,Cash-out observed after prediction point
CASE_007267,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08778,2025-09-23 16:57:09,21687,Cash-out observed after prediction point
CASE_007268,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03811,2025-09-23 21:25:22,1682,Cash-out observed after prediction point
CASE_007269,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007270,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007271,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06664,2025-09-23 21:56:46,9739,Cash-out observed after prediction point
CASE_007272,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01236,2025-09-24 02:11:26,5026,Cash-out observed after prediction point
CASE_007273,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00501,2025-09-24 01:48:42,10235,Cash-out observed after prediction point
CASE_007274,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007275,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007276,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08509,2025-09-24 06:55:05,5194,Cash-out observed after prediction point
CASE_007277,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12986,2025-09-24 07:14:04,14546,Cash-out observed after prediction point
CASE_007278,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01693,2025-09-24 06:38:17,8375,Cash-out observed after prediction point
CASE_007279,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16300,2025-09-24 12:27:27,2298,Cash-out observed after prediction point
CASE_007280,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007281,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007282,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007283,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10940,2025-09-24 14:33:54,20010,Cash-out observed after prediction point
CASE_007284,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007285,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00300,2025-09-24 15:42:25,2492,Cash-out observed after prediction point
CASE_007286,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00835,2025-09-24 18:56:25,25051,Cash-out observed after prediction point
CASE_007287,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18745,2025-09-24 19:27:35,9209,Cash-out observed after prediction point
CASE_007288,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19803,2025-09-24 20:39:25,40837,Cash-out observed after prediction point
CASE_007289,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04750,2025-09-24 18:30:19,29442,Cash-out observed after prediction point
CASE_007290,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17112,2025-09-24 19:58:29,32063,Cash-out observed after prediction point
CASE_007291,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04487,2025-09-24 17:23:45,12972,Cash-out observed after prediction point
CASE_007292,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007293,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007294,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00621,2025-09-24 21:06:37,6127,Cash-out observed after prediction point
CASE_007295,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007296,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007297,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007298,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04338,2025-09-25 01:23:20,4404,Cash-out observed after prediction point
CASE_007299,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06940,2025-09-24 22:39:10,1000,Cash-out observed after prediction point
CASE_007300,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14988,2025-09-25 00:39:15,12577,Cash-out observed after prediction point
CASE_007301,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13040,2025-09-25 05:52:30,13031,Cash-out observed after prediction point
CASE_007302,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13448,2025-09-25 05:52:17,23078,Cash-out observed after prediction point
CASE_007303,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02878,2025-09-25 02:05:16,8222,Cash-out observed after prediction point
CASE_007304,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09391,2025-09-25 05:24:22,8422,Cash-out observed after prediction point
CASE_007305,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007306,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02585,2025-09-25 04:31:05,21477,Cash-out observed after prediction point
CASE_007307,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19573,2025-09-25 03:57:50,14000,Cash-out observed after prediction point
CASE_007308,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007309,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007310,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007311,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007312,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09272,2025-09-25 11:14:15,5641,Cash-out observed after prediction point
CASE_007313,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08245,2025-09-25 18:31:29,33552,Cash-out observed after prediction point
CASE_007314,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07885,2025-09-25 16:43:34,15741,Cash-out observed after prediction point
CASE_007315,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02562,2025-09-26 05:29:59,11433,Cash-out observed after prediction point
CASE_007316,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007317,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007318,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06058,2025-09-26 07:42:53,17010,Cash-out observed after prediction point
CASE_007319,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01083,2025-09-26 05:55:39,14234,Cash-out observed after prediction point
CASE_007320,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11767,2025-09-26 07:41:19,23532,Cash-out observed after prediction point
CASE_007321,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007322,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14250,2025-09-26 11:31:06,6867,Cash-out observed after prediction point
CASE_007323,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07064,2025-09-26 11:02:15,14081,Cash-out observed after prediction point
CASE_007324,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04008,2025-09-26 07:36:11,4441,Cash-out observed after prediction point
CASE_007325,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007326,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11092,2025-09-26 12:05:34,3696,Cash-out observed after prediction point
CASE_007327,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18355,2025-09-26 09:57:14,90117,Cash-out observed after prediction point
CASE_007328,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04446,2025-09-26 13:01:00,79658,Cash-out observed after prediction point
CASE_007329,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17434,2025-09-26 18:14:14,13228,Cash-out observed after prediction point
CASE_007330,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07895,2025-09-26 16:14:14,22442,Cash-out observed after prediction point
CASE_007331,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09499,2025-09-26 17:09:03,71824,Cash-out observed after prediction point
CASE_007332,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18375,2025-09-26 19:56:41,8053,Cash-out observed after prediction point
CASE_007333,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007334,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12455,2025-09-26 18:58:36,25677,Cash-out observed after prediction point
CASE_007335,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01347,2025-09-26 15:36:52,7644,Cash-out observed after prediction point
CASE_007336,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14241,2025-09-26 21:56:16,17553,Cash-out observed after prediction point
CASE_007337,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12435,2025-09-26 23:04:52,30459,Cash-out observed after prediction point
CASE_007338,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06506,2025-09-26 16:18:49,8572,Cash-out observed after prediction point
CASE_007339,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007340,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007341,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04826,2025-09-26 19:27:14,1811,Cash-out observed after prediction point
CASE_007342,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007343,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03062,2025-09-27 04:39:31,35734,Cash-out observed after prediction point
CASE_007344,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05820,2025-09-27 01:21:30,2718,Cash-out observed after prediction point
CASE_007345,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007346,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007347,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007348,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03486,2025-09-27 04:02:52,12126,Cash-out observed after prediction point
CASE_007349,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007350,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007351,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14969,2025-09-27 11:46:10,6275,Cash-out observed after prediction point
CASE_007352,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007353,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007354,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09412,2025-09-27 08:37:02,1945,Cash-out observed after prediction point
CASE_007355,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007356,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007357,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19898,2025-09-27 18:36:24,32532,Cash-out observed after prediction point
CASE_007358,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007359,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03577,2025-09-27 17:26:18,9293,Cash-out observed after prediction point
CASE_007360,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007361,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03939,2025-09-27 15:06:23,1849,Cash-out observed after prediction point
CASE_007362,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007363,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07890,2025-09-27 16:04:43,39577,Cash-out observed after prediction point
CASE_007364,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18175,2025-09-27 22:06:49,1304,Cash-out observed after prediction point
CASE_007365,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12326,2025-09-27 15:53:16,12609,Cash-out observed after prediction point
CASE_007366,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007367,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16162,2025-09-27 22:30:33,85639,Cash-out observed after prediction point
CASE_007368,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007369,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16352,2025-09-27 23:13:25,3201,Cash-out observed after prediction point
CASE_007370,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13023,2025-09-27 20:59:17,32934,Cash-out observed after prediction point
CASE_007371,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09631,2025-09-28 00:42:20,12584,Cash-out observed after prediction point
CASE_007372,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00382,2025-09-27 23:31:24,8364,Cash-out observed after prediction point
CASE_007373,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10245,2025-09-28 06:17:53,56075,Cash-out observed after prediction point
CASE_007374,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01490,2025-09-28 06:26:01,2190,Cash-out observed after prediction point
CASE_007375,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007376,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19234,2025-09-28 04:30:56,7197,Cash-out observed after prediction point
CASE_007377,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10251,2025-09-28 05:19:10,12252,Cash-out observed after prediction point
CASE_007378,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12098,2025-09-28 05:34:54,10955,Cash-out observed after prediction point
CASE_007379,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10957,2025-09-28 14:30:48,16930,Cash-out observed after prediction point
CASE_007380,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10434,2025-09-28 16:43:05,8904,Cash-out observed after prediction point
CASE_007381,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15228,2025-09-28 18:02:52,3990,Cash-out observed after prediction point
CASE_007382,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10407,2025-09-28 14:37:57,19890,Cash-out observed after prediction point
CASE_007383,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09705,2025-09-28 17:32:20,52828,Cash-out observed after prediction point
CASE_007384,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17301,2025-09-28 14:25:47,6044,Cash-out observed after prediction point
CASE_007385,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007386,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04469,2025-09-28 21:42:23,38515,Cash-out observed after prediction point
CASE_007387,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007388,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02141,2025-09-28 21:00:23,7336,Cash-out observed after prediction point
CASE_007389,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02383,2025-09-28 22:33:26,6246,Cash-out observed after prediction point
CASE_007390,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15403,2025-09-29 02:13:09,11201,Cash-out observed after prediction point
CASE_007391,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17593,2025-09-29 06:35:54,8419,Cash-out observed after prediction point
CASE_007392,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08362,2025-09-29 05:48:07,5072,Cash-out observed after prediction point
CASE_007393,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19689,2025-09-29 05:29:27,9551,Cash-out observed after prediction point
CASE_007394,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12490,2025-09-29 03:53:26,6844,Cash-out observed after prediction point
CASE_007395,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09549,2025-09-29 05:43:15,5123,Cash-out observed after prediction point
CASE_007396,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07755,2025-09-29 06:01:27,15084,Cash-out observed after prediction point
CASE_007397,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13702,2025-09-29 10:40:09,11436,Cash-out observed after prediction point
CASE_007398,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11835,2025-09-29 06:28:42,24697,Cash-out observed after prediction point
CASE_007399,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04718,2025-09-29 11:11:16,33625,Cash-out observed after prediction point
CASE_007400,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12522,2025-09-29 10:13:46,25355,Cash-out observed after prediction point
CASE_007401,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05910,2025-09-29 09:42:44,6135,Cash-out observed after prediction point
CASE_007402,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007403,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00943,2025-09-29 12:57:47,5357,Cash-out observed after prediction point
CASE_007404,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04318,2025-09-29 14:39:27,26972,Cash-out observed after prediction point
CASE_007405,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19244,2025-09-29 20:58:51,16444,Cash-out observed after prediction point
CASE_007406,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17117,2025-09-29 19:27:01,2790,Cash-out observed after prediction point
CASE_007407,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007408,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07771,2025-09-29 20:09:17,25658,Cash-out observed after prediction point
CASE_007409,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19161,2025-09-29 19:02:30,27143,Cash-out observed after prediction point
CASE_007410,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08552,2025-09-29 15:40:59,18700,Cash-out observed after prediction point
CASE_007411,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02593,2025-09-29 15:14:38,23547,Cash-out observed after prediction point
CASE_007412,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01312,2025-09-29 19:56:43,5419,Cash-out observed after prediction point
CASE_007413,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13921,2025-09-29 18:15:47,25509,Cash-out observed after prediction point
CASE_007414,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01881,2025-09-30 00:40:24,9547,Cash-out observed after prediction point
CASE_007415,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14427,2025-09-30 01:26:33,6117,Cash-out observed after prediction point
CASE_007416,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007417,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007418,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007419,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17272,2025-09-30 00:57:06,10422,Cash-out observed after prediction point
CASE_007420,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16388,2025-09-30 03:05:24,49677,Cash-out observed after prediction point
CASE_007421,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10267,2025-09-29 23:20:48,14036,Cash-out observed after prediction point
CASE_007422,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007423,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007424,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007425,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01601,2025-09-30 10:14:31,4581,Cash-out observed after prediction point
CASE_007426,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007427,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12313,2025-09-30 06:01:56,9584,Cash-out observed after prediction point
CASE_007428,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01534,2025-09-30 06:59:00,6611,Cash-out observed after prediction point
CASE_007429,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16464,2025-09-30 10:10:26,2561,Cash-out observed after prediction point
CASE_007430,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02155,2025-09-30 10:08:52,4099,Cash-out observed after prediction point
CASE_007431,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007432,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05989,2025-09-30 13:08:22,30043,Cash-out observed after prediction point
CASE_007433,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12665,2025-09-30 14:17:05,7259,Cash-out observed after prediction point
CASE_007434,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11109,2025-09-30 13:01:35,2630,Cash-out observed after prediction point
CASE_007435,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_007436,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03367,2025-09-30 16:54:55,9571,Cash-out observed after prediction point
CASE_007437,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19735,2025-09-30 17:07:12,7690,Cash-out observed after prediction point
CASE_007438,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06215,2025-10-01 00:19:34,12936,Cash-out observed after prediction point
CASE_007439,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05158,2025-09-30 22:50:31,14879,Cash-out observed after prediction point
CASE_007440,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05370,2025-09-30 22:29:10,24573,Cash-out observed after prediction point
CASE_007441,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04083,2025-09-30 21:21:52,6927,Cash-out observed after prediction point
CASE_007442,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04169,2025-10-01 04:44:52,12895,Cash-out observed after prediction point
CASE_007443,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11810,2025-10-01 08:51:52,23156,Cash-out observed after prediction point
CASE_007444,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13704,2025-10-01 07:02:47,18841,Cash-out observed after prediction point
CASE_007445,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10778,2025-10-01 09:15:16,3033,Cash-out observed after prediction point
CASE_007446,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01553,2025-10-01 11:15:14,11487,Cash-out observed after prediction point
CASE_007447,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05003,2025-10-01 09:41:27,3084,Cash-out observed after prediction point
CASE_007448,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
